order_detail_id,product_id,quantity,price,total,order_id,createdDate,updatedDate,insertDate,updateDate,sourceSystem,isProcessed,batchId
130252,1042,4,5201.26,20805.04,43561,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130253,1134,7,1714.52,12001.64,43561,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130254,1186,6,4097.97,24587.82,43561,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130255,1151,6,8682.88,52097.28,43562,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130256,613,3,2283.91,6851.73,43562,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130257,1125,2,8015.39,16030.78,43562,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130258,485,4,3097.98,12391.92,43562,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130259,744,6,476.91,2861.46,43562,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130260,590,5,8603.39,43016.95,43563,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130261,172,5,987.83,4939.15,43563,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130262,343,5,4490.50,22452.50,43563,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130263,578,1,6388.83,6388.83,43563,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130264,621,6,399.23,2395.38,43564,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130265,1050,10,4476.20,44762.00,43564,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130266,344,8,486.50,3892.00,43564,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130267,833,9,4359.27,39233.43,43565,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130268,925,1,8545.00,8545.00,43565,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130269,1108,10,6481.77,64817.70,43566,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130270,222,1,5537.65,5537.65,43566,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130271,209,10,949.32,9493.20,43566,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130272,909,2,481.49,962.98,43566,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130273,707,7,3400.03,23800.21,43566,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130274,246,1,3713.69,3713.69,43567,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130275,733,7,9096.82,63677.74,43567,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130276,192,1,317.42,317.42,43568,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130277,1185,3,6624.62,19873.86,43569,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130278,149,3,5096.00,15288.00,43569,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130279,800,7,6522.26,45655.82,43570,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130280,314,8,3390.47,27123.76,43570,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130281,493,5,4454.70,22273.50,43570,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130282,672,3,3007.95,9023.85,43570,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130283,1061,4,2800.28,11201.12,43570,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130284,118,10,5372.14,53721.40,43571,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130285,734,6,8071.83,48430.98,43571,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130286,876,6,1517.48,9104.88,43571,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130287,315,2,4799.82,9599.64,43572,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130288,806,1,6986.01,6986.01,43572,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130289,1040,9,3046.25,27416.25,43572,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130290,834,1,3731.94,3731.94,43573,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130291,1125,4,8015.39,32061.56,43573,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130292,1163,10,8641.25,86412.50,43573,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130293,134,8,3057.75,24462.00,43574,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130294,1039,6,1657.18,9943.08,43574,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130295,354,2,5988.34,11976.68,43574,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130296,275,3,5945.71,17837.13,43575,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130297,306,3,9812.34,29437.02,43575,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130298,558,6,7501.81,45010.86,43575,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130299,998,10,5132.88,51328.80,43575,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130300,442,5,9595.57,47977.85,43575,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130301,706,6,1000.89,6005.34,43576,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130302,315,1,4799.82,4799.82,43577,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130303,455,7,7792.95,54550.65,43577,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130304,608,7,3733.35,26133.45,43578,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130305,140,1,7059.99,7059.99,43578,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130306,293,1,2445.33,2445.33,43578,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130307,862,10,4084.99,40849.90,43578,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130308,1172,9,2774.69,24972.21,43579,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130309,243,10,2795.65,27956.50,43579,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130310,616,3,2070.91,6212.73,43579,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130311,434,1,8787.38,8787.38,43580,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130312,339,6,6433.37,38600.22,43580,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130313,503,1,9904.30,9904.30,43581,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130314,886,6,1085.28,6511.68,43581,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130315,836,4,2821.42,11285.68,43581,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130316,278,4,1382.15,5528.60,43581,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130317,260,1,2951.24,2951.24,43581,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130318,39,3,6754.51,20263.53,43582,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130319,1106,2,2182.82,4365.64,43583,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130320,563,6,9905.81,59434.86,43583,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130321,103,3,8755.93,26267.79,43583,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130322,646,2,8302.97,16605.94,43583,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130323,549,3,6829.96,20489.88,43583,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130324,32,3,9511.72,28535.16,43584,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130325,991,1,4140.58,4140.58,43584,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130326,589,2,7309.64,14619.28,43584,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130327,337,5,1080.24,5401.20,43584,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130328,627,10,4934.79,49347.90,43585,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130329,1176,3,8746.55,26239.65,43585,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130330,1084,8,2202.62,17620.96,43585,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130331,578,10,6388.83,63888.30,43586,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130332,719,6,2996.65,17979.90,43586,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130333,246,5,3713.69,18568.45,43586,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130334,1151,1,8682.88,8682.88,43586,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130335,201,8,2012.11,16096.88,43587,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130336,750,5,3832.59,19162.95,43587,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130337,563,7,9905.81,69340.67,43587,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130338,665,7,5493.18,38452.26,43587,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130339,761,2,8672.25,17344.50,43588,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130340,818,5,4192.70,20963.50,43589,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130341,67,5,2198.45,10992.25,43589,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130342,1092,7,9913.72,69396.04,43589,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130343,801,6,2499.61,14997.66,43589,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130344,505,4,4064.41,16257.64,43589,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130345,353,3,686.75,2060.25,43590,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130346,451,2,5716.80,11433.60,43591,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130347,926,4,9398.86,37595.44,43591,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130348,855,4,4300.48,17201.92,43591,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130349,1158,9,4869.63,43826.67,43591,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130350,934,5,2011.70,10058.50,43592,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130351,863,6,7775.67,46654.02,43592,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130352,665,5,5493.18,27465.90,43592,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130353,902,7,8990.91,62936.37,43592,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130354,862,1,4084.99,4084.99,43592,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130355,1112,7,526.91,3688.37,43593,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130356,1177,3,365.29,1095.87,43594,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130357,1125,8,8015.39,64123.12,43595,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130358,560,10,1502.40,15024.00,43595,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130359,972,8,8781.90,70255.20,43595,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130360,127,1,8537.09,8537.09,43596,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130361,692,9,5433.04,48897.36,43596,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130362,720,7,4783.36,33483.52,43596,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130363,143,8,8077.57,64620.56,43596,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130364,461,4,7179.87,28719.48,43597,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130365,95,9,7106.49,63958.41,43597,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130366,759,9,1239.56,11156.04,43597,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130367,483,10,2352.06,23520.60,43597,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130368,432,9,3175.48,28579.32,43598,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130369,209,9,949.32,8543.88,43598,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130370,423,9,4276.24,38486.16,43598,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130371,593,7,2051.28,14358.96,43598,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130372,1048,4,5036.81,20147.24,43598,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130373,582,2,2309.99,4619.98,43599,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130374,1084,7,2202.62,15418.34,43600,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130375,510,4,54.57,218.28,43601,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130376,1081,7,8022.11,56154.77,43601,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130377,478,2,3123.11,6246.22,43601,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130378,389,5,8430.05,42150.25,43601,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130379,223,2,1216.02,2432.04,43601,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130380,247,5,979.80,4899.00,43602,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130381,738,5,9652.79,48263.95,43603,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130382,1165,1,4894.26,4894.26,43604,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130383,1,9,2570.63,23135.67,43604,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130384,871,5,5392.55,26962.75,43605,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130385,306,2,9812.34,19624.68,43605,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130386,852,8,8482.90,67863.20,43605,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130387,927,2,5833.92,11667.84,43605,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130388,199,2,2561.66,5123.32,43605,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130389,2,4,5759.67,23038.68,43606,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130390,591,1,9003.16,9003.16,43607,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130391,767,4,5290.07,21160.28,43607,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130392,1069,8,3853.98,30831.84,43608,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130393,994,1,7698.37,7698.37,43608,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130394,533,3,5189.98,15569.94,43609,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130395,937,5,1770.98,8854.90,43609,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130396,487,2,9769.30,19538.60,43609,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130397,587,3,6443.67,19331.01,43609,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130398,334,1,5420.70,5420.70,43609,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130399,472,1,5172.56,5172.56,43610,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130400,456,4,2703.30,10813.20,43610,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130401,494,6,6092.65,36555.90,43610,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130402,594,2,2339.58,4679.16,43611,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130403,1180,8,9568.75,76550.00,43611,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130404,559,7,6662.07,46634.49,43611,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130405,1063,4,513.44,2053.76,43611,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130406,285,1,5824.65,5824.65,43612,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130407,938,5,2578.50,12892.50,43613,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130408,658,6,6826.41,40958.46,43614,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130409,968,8,9063.34,72506.72,43614,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130410,575,4,3335.03,13340.12,43614,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130411,903,3,2008.45,6025.35,43615,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130412,532,9,2828.75,25458.75,43615,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130413,717,1,6392.77,6392.77,43615,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130414,865,3,9102.56,27307.68,43616,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130415,488,1,4066.24,4066.24,43616,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130416,384,7,8478.80,59351.60,43616,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130417,95,9,7106.49,63958.41,43616,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130418,887,5,7673.89,38369.45,43616,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130419,650,9,6853.69,61683.21,43617,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130420,259,1,6605.41,6605.41,43617,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130421,486,2,1958.81,3917.62,43617,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130422,1050,9,4476.20,40285.80,43617,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130423,414,9,8986.87,80881.83,43618,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130424,211,6,6657.51,39945.06,43618,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130425,69,6,5578.93,33473.58,43618,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130426,717,8,6392.77,51142.16,43618,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130427,764,8,4437.31,35498.48,43619,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130428,828,7,1411.64,9881.48,43619,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130429,63,7,7468.58,52280.06,43620,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130430,682,3,8900.84,26702.52,43620,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130431,871,6,5392.55,32355.30,43620,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130432,249,1,9176.40,9176.40,43621,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130433,943,4,9606.71,38426.84,43621,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130434,1141,7,2446.91,17128.37,43622,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130435,463,4,6241.80,24967.20,43623,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130436,852,6,8482.90,50897.40,43623,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130437,396,3,8695.03,26085.09,43623,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130438,422,3,8442.45,25327.35,43624,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130439,224,4,338.69,1354.76,43625,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130440,916,6,6501.24,39007.44,43625,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130441,790,7,5496.18,38473.26,43626,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130442,465,4,2829.20,11316.80,43626,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130443,899,9,3722.94,33506.46,43626,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130444,215,3,2236.50,6709.50,43626,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130445,136,9,7526.53,67738.77,43627,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130446,525,3,7358.69,22076.07,43627,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130447,965,1,4345.41,4345.41,43627,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130448,334,7,5420.70,37944.90,43627,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130449,396,6,8695.03,52170.18,43628,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130450,160,7,868.24,6077.68,43628,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130451,27,6,9840.50,59043.00,43628,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130452,147,1,5784.07,5784.07,43628,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130453,235,8,3615.58,28924.64,43628,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130454,696,1,4647.69,4647.69,43629,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130455,958,8,9813.75,78510.00,43629,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130456,995,1,3097.38,3097.38,43630,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130457,742,10,2321.13,23211.30,43630,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130458,952,5,6453.76,32268.80,43630,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130459,5,9,8687.51,78187.59,43631,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130460,289,1,2451.49,2451.49,43631,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130461,919,3,4846.20,14538.60,43632,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130462,452,2,4609.26,9218.52,43632,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130463,410,8,6628.65,53029.20,43632,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130464,716,7,8972.95,62810.65,43632,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130465,236,5,6733.14,33665.70,43632,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130466,20,2,5609.78,11219.56,43633,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130467,299,6,7951.55,47709.30,43633,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130468,616,1,2070.91,2070.91,43633,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130469,169,7,3026.74,21187.18,43633,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130470,1026,10,8267.31,82673.10,43633,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130471,1043,5,3199.17,15995.85,43634,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130472,358,7,2048.29,14338.03,43634,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130473,694,2,6694.75,13389.50,43634,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130474,1035,9,9816.15,88345.35,43634,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130475,1158,10,4869.63,48696.30,43634,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130476,658,8,6826.41,54611.28,43635,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130477,1166,7,2528.22,17697.54,43635,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130478,1045,4,4587.54,18350.16,43635,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130479,862,9,4084.99,36764.91,43636,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130480,1200,1,7700.95,7700.95,43637,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130481,291,10,9958.83,99588.30,43637,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130482,416,10,9230.79,92307.90,43637,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130483,465,5,2829.20,14146.00,43638,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130484,1086,4,4705.65,18822.60,43638,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130485,137,8,9840.18,78721.44,43638,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130486,497,2,5003.74,10007.48,43638,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130487,423,1,4276.24,4276.24,43639,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130488,677,3,1107.28,3321.84,43639,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130489,631,5,3122.45,15612.25,43639,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130490,446,4,9477.21,37908.84,43639,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130491,290,6,3163.95,18983.70,43639,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130492,554,8,5109.36,40874.88,43640,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130493,26,1,3322.90,3322.90,43640,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130494,717,4,6392.77,25571.08,43640,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130495,424,7,5632.94,39430.58,43640,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130496,737,7,9533.97,66737.79,43641,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130497,613,8,2283.91,18271.28,43641,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130498,431,3,5136.62,15409.86,43641,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130499,353,6,686.75,4120.50,43641,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130500,1084,5,2202.62,11013.10,43642,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130501,129,5,4086.51,20432.55,43642,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130502,1176,4,8746.55,34986.20,43643,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130503,738,9,9652.79,86875.11,43643,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130504,98,7,8249.68,57747.76,43644,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130505,198,7,9663.66,67645.62,43644,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130506,394,2,4525.23,9050.46,43644,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
